source,accuracy_top_n,n
BLAST (new),0.9521628050392036,806
GEAC (1st place),0.9978856488415118,806
GEAC (2nd place),0.9984142366311338,806
GEAC (3rd place),0.9344551140868645,806
GEAC (4th place),0.9980618447713858,806
GEAC Ensemble,0.9992952162805039,806
Nielsen & Voigt (2018),0.9850233459607083,806
Alley et al. (2020),0.9834375825918421,807
"BLAST (Alley et al., corrected)",0.9521628050392036,807
"BLAST (Alley et al., original)",0.9050303937979033,807
BLAST (new),0.9521628050392036,807
GEAC (1st place),0.9978856488415118,807
GEAC (2nd place),0.9984142366311338,807
GEAC (3rd place),0.9344551140868645,807
GEAC (4th place),0.9980618447713858,807
GEAC Ensemble,0.9992952162805039,807
Nielsen & Voigt (2018),0.9850233459607083,807
Alley et al. (2020),0.9834375825918421,808
"BLAST (Alley et al., corrected)",0.9521628050392036,808
"BLAST (Alley et al., original)",0.9050303937979033,808
BLAST (new),0.9521628050392036,808
GEAC (1st place),0.9978856488415118,808
GEAC (2nd place),0.9984142366311338,808
GEAC (3rd place),0.9344551140868645,808
GEAC (4th place),0.9980618447713858,808
GEAC Ensemble,0.9992952162805039,808
Nielsen & Voigt (2018),0.9851114439256453,808
Alley et al. (2020),0.9834375825918421,809
"BLAST (Alley et al., corrected)",0.9521628050392036,809
"BLAST (Alley et al., original)",0.9050303937979033,809
BLAST (new),0.9521628050392036,809
GEAC (1st place),0.9978856488415118,809
GEAC (2nd place),0.9984142366311338,809
GEAC (3rd place),0.9344551140868645,809
GEAC (4th place),0.9980618447713858,809
GEAC Ensemble,0.9992952162805039,809
Nielsen & Voigt (2018),0.9851995418905823,809
Alley et al. (2020),0.9834375825918421,810
"BLAST (Alley et al., corrected)",0.9521628050392036,810
"BLAST (Alley et al., original)",0.9050303937979033,810
BLAST (new),0.9521628050392036,810
GEAC (1st place),0.9978856488415118,810
GEAC (2nd place),0.9984142366311338,810
GEAC (3rd place),0.9344551140868645,810
GEAC (4th place),0.9980618447713858,810
GEAC Ensemble,0.9992952162805039,810
Nielsen & Voigt (2018),0.9852876398555194,810
Alley et al. (2020),0.9834375825918421,811
"BLAST (Alley et al., corrected)",0.9521628050392036,811
"BLAST (Alley et al., original)",0.9050303937979033,811
BLAST (new),0.9521628050392036,811
GEAC (1st place),0.9978856488415118,811
GEAC (2nd place),0.9984142366311338,811
GEAC (3rd place),0.9344551140868645,811
GEAC (4th place),0.9981499427363227,811
GEAC Ensemble,0.9992952162805039,811
Nielsen & Voigt (2018),0.9853757378204564,811
Alley et al. (2020),0.9834375825918421,812
"BLAST (Alley et al., corrected)",0.9521628050392036,812
"BLAST (Alley et al., original)",0.9050303937979033,812
BLAST (new),0.9521628050392036,812
GEAC (1st place),0.9978856488415118,812
GEAC (2nd place),0.9984142366311338,812
GEAC (3rd place),0.9344551140868645,812
GEAC (4th place),0.9981499427363227,812
GEAC Ensemble,0.9992952162805039,812
Nielsen & Voigt (2018),0.9853757378204564,812
Alley et al. (2020),0.9834375825918421,813
"BLAST (Alley et al., corrected)",0.9521628050392036,813
"BLAST (Alley et al., original)",0.9050303937979033,813
BLAST (new),0.9521628050392036,813
GEAC (1st place),0.9978856488415118,813
GEAC (2nd place),0.9984142366311338,813
GEAC (3rd place),0.9344551140868645,813
GEAC (4th place),0.9981499427363227,813
GEAC Ensemble,0.9992952162805039,813
Nielsen & Voigt (2018),0.9853757378204564,813
Alley et al. (2020),0.9834375825918421,814
"BLAST (Alley et al., corrected)",0.9521628050392036,814
"BLAST (Alley et al., original)",0.9050303937979033,814
BLAST (new),0.9521628050392036,814
GEAC (1st place),0.9978856488415118,814
GEAC (2nd place),0.9984142366311338,814
GEAC (3rd place),0.9344551140868645,814
GEAC (4th place),0.9981499427363227,814
GEAC Ensemble,0.9992952162805039,814
Nielsen & Voigt (2018),0.9853757378204564,814
Alley et al. (2020),0.9834375825918421,815
"BLAST (Alley et al., corrected)",0.9521628050392036,815
"BLAST (Alley et al., original)",0.9050303937979033,815
BLAST (new),0.9521628050392036,815
GEAC (1st place),0.9978856488415118,815
GEAC (2nd place),0.9984142366311338,815
GEAC (3rd place),0.9344551140868645,815
GEAC (4th place),0.9981499427363227,815
GEAC Ensemble,0.9992952162805039,815
Nielsen & Voigt (2018),0.9853757378204564,815
Alley et al. (2020),0.9834375825918421,816
"BLAST (Alley et al., corrected)",0.9521628050392036,816
"BLAST (Alley et al., original)",0.9050303937979033,816
BLAST (new),0.9521628050392036,816
GEAC (1st place),0.9978856488415118,816
GEAC (2nd place),0.9984142366311338,816
GEAC (3rd place),0.9344551140868645,816
GEAC (4th place),0.9981499427363227,816
GEAC Ensemble,0.9992952162805039,816
Nielsen & Voigt (2018),0.9855519337503303,816
Alley et al. (2020),0.9834375825918421,817
"BLAST (Alley et al., corrected)",0.9521628050392036,817
"BLAST (Alley et al., original)",0.9050303937979033,817
BLAST (new),0.9521628050392036,817
GEAC (1st place),0.9978856488415118,817
GEAC (2nd place),0.9984142366311338,817
GEAC (3rd place),0.9344551140868645,817
GEAC (4th place),0.9981499427363227,817
GEAC Ensemble,0.9992952162805039,817
Nielsen & Voigt (2018),0.9855519337503303,817
Alley et al. (2020),0.9834375825918421,818
"BLAST (Alley et al., corrected)",0.9521628050392036,818
"BLAST (Alley et al., original)",0.9050303937979033,818
BLAST (new),0.9521628050392036,818
GEAC (1st place),0.9979737468064488,818
GEAC (2nd place),0.9984142366311338,818
GEAC (3rd place),0.9344551140868645,818
GEAC (4th place),0.9981499427363227,818
GEAC Ensemble,0.9992952162805039,818
Nielsen & Voigt (2018),0.9855519337503303,818
Alley et al. (2020),0.9834375825918421,819
"BLAST (Alley et al., corrected)",0.9521628050392036,819
"BLAST (Alley et al., original)",0.9050303937979033,819
BLAST (new),0.9521628050392036,819
GEAC (1st place),0.9979737468064488,819
GEAC (2nd place),0.9984142366311338,819
GEAC (3rd place),0.9344551140868645,819
GEAC (4th place),0.9981499427363227,819
GEAC Ensemble,0.9992952162805039,819
Nielsen & Voigt (2018),0.9855519337503303,819
Alley et al. (2020),0.9835256805567791,820
"BLAST (Alley et al., corrected)",0.9521628050392036,820
"BLAST (Alley et al., original)",0.9050303937979033,820
BLAST (new),0.9521628050392036,820
GEAC (1st place),0.9979737468064488,820
GEAC (2nd place),0.9984142366311338,820
GEAC (3rd place),0.9344551140868645,820
GEAC (4th place),0.9981499427363227,820
GEAC Ensemble,0.9992952162805039,820
Nielsen & Voigt (2018),0.9857281296802044,820
Alley et al. (2020),0.9836137785217162,821
"BLAST (Alley et al., corrected)",0.9521628050392036,821
"BLAST (Alley et al., original)",0.9050303937979033,821
BLAST (new),0.9521628050392036,821
GEAC (1st place),0.9979737468064488,821
GEAC (2nd place),0.9984142366311338,821
GEAC (3rd place),0.9344551140868645,821
GEAC (4th place),0.9981499427363227,821
GEAC Ensemble,0.9992952162805039,821
Nielsen & Voigt (2018),0.9857281296802044,821
Alley et al. (2020),0.9836137785217162,822
"BLAST (Alley et al., corrected)",0.9521628050392036,822
"BLAST (Alley et al., original)",0.9050303937979033,822
BLAST (new),0.9521628050392036,822
GEAC (1st place),0.9979737468064488,822
GEAC (2nd place),0.9984142366311338,822
GEAC (3rd place),0.9344551140868645,822
GEAC (4th place),0.9981499427363227,822
GEAC Ensemble,0.9992952162805039,822
Nielsen & Voigt (2018),0.9858162276451414,822
Alley et al. (2020),0.9837018764866532,823
"BLAST (Alley et al., corrected)",0.9521628050392036,823
"BLAST (Alley et al., original)",0.9050303937979033,823
BLAST (new),0.9521628050392036,823
GEAC (1st place),0.9979737468064488,823
GEAC (2nd place),0.9985023345960709,823
GEAC (3rd place),0.9344551140868645,823
GEAC (4th place),0.9981499427363227,823
GEAC Ensemble,0.9992952162805039,823
Nielsen & Voigt (2018),0.9859043256100785,823
Alley et al. (2020),0.9837018764866532,824
"BLAST (Alley et al., corrected)",0.9521628050392036,824
"BLAST (Alley et al., original)",0.9050303937979033,824
BLAST (new),0.9521628050392036,824
GEAC (1st place),0.9979737468064488,824
GEAC (2nd place),0.9985023345960709,824
GEAC (3rd place),0.9344551140868645,824
GEAC (4th place),0.9981499427363227,824
GEAC Ensemble,0.9992952162805039,824
Nielsen & Voigt (2018),0.9859043256100785,824
Alley et al. (2020),0.9837899744515902,825
"BLAST (Alley et al., corrected)",0.9521628050392036,825
"BLAST (Alley et al., original)",0.9050303937979033,825
BLAST (new),0.9521628050392036,825
GEAC (1st place),0.9979737468064488,825
GEAC (2nd place),0.9985023345960709,825
GEAC (3rd place),0.9344551140868645,825
GEAC (4th place),0.9981499427363227,825
GEAC Ensemble,0.9992952162805039,825
Nielsen & Voigt (2018),0.9859924235750154,825
Alley et al. (2020),0.9837899744515902,826
"BLAST (Alley et al., corrected)",0.9521628050392036,826
"BLAST (Alley et al., original)",0.9050303937979033,826
BLAST (new),0.9521628050392036,826
GEAC (1st place),0.9979737468064488,826
GEAC (2nd place),0.9985023345960709,826
GEAC (3rd place),0.9344551140868645,826
GEAC (4th place),0.9981499427363227,826
GEAC Ensemble,0.9992952162805039,826
Nielsen & Voigt (2018),0.9859924235750154,826
Alley et al. (2020),0.9838780724165271,827
"BLAST (Alley et al., corrected)",0.9521628050392036,827
"BLAST (Alley et al., original)",0.9050303937979033,827
BLAST (new),0.9521628050392036,827
GEAC (1st place),0.9979737468064488,827
GEAC (2nd place),0.9985023345960709,827
GEAC (3rd place),0.9344551140868645,827
GEAC (4th place),0.9981499427363227,827
GEAC Ensemble,0.9992952162805039,827
Nielsen & Voigt (2018),0.9859924235750154,827
Alley et al. (2020),0.9838780724165271,828
"BLAST (Alley et al., corrected)",0.9521628050392036,828
"BLAST (Alley et al., original)",0.9050303937979033,828
BLAST (new),0.9521628050392036,828
GEAC (1st place),0.9979737468064488,828
GEAC (2nd place),0.9985023345960709,828
GEAC (3rd place),0.9344551140868645,828
GEAC (4th place),0.9981499427363227,828
GEAC Ensemble,0.9992952162805039,828
Nielsen & Voigt (2018),0.9859924235750154,828
Alley et al. (2020),0.9839661703814642,829
"BLAST (Alley et al., corrected)",0.9521628050392036,829
"BLAST (Alley et al., original)",0.9050303937979033,829
BLAST (new),0.9521628050392036,829
GEAC (1st place),0.9979737468064488,829
GEAC (2nd place),0.9985023345960709,829
GEAC (3rd place),0.9344551140868645,829
GEAC (4th place),0.9981499427363227,829
GEAC Ensemble,0.9992952162805039,829
Nielsen & Voigt (2018),0.9860805215399524,829
Alley et al. (2020),0.9840542683464012,830
"BLAST (Alley et al., corrected)",0.9521628050392036,830
"BLAST (Alley et al., original)",0.9050303937979033,830
BLAST (new),0.9521628050392036,830
GEAC (1st place),0.9980618447713858,830
GEAC (2nd place),0.9985023345960709,830
GEAC (3rd place),0.9344551140868645,830
GEAC (4th place),0.9981499427363227,830
GEAC Ensemble,0.9992952162805039,830
Nielsen & Voigt (2018),0.9860805215399524,830
Alley et al. (2020),0.9840542683464012,831
"BLAST (Alley et al., corrected)",0.9521628050392036,831
"BLAST (Alley et al., original)",0.9050303937979033,831
BLAST (new),0.9521628050392036,831
GEAC (1st place),0.9980618447713858,831
GEAC (2nd place),0.9985023345960709,831
GEAC (3rd place),0.9344551140868645,831
GEAC (4th place),0.9981499427363227,831
GEAC Ensemble,0.9992952162805039,831
Nielsen & Voigt (2018),0.9860805215399524,831
Alley et al. (2020),0.9840542683464012,832
"BLAST (Alley et al., corrected)",0.9521628050392036,832
"BLAST (Alley et al., original)",0.9050303937979033,832
BLAST (new),0.9521628050392036,832
GEAC (1st place),0.9980618447713858,832
GEAC (2nd place),0.9985023345960709,832
GEAC (3rd place),0.9344551140868645,832
GEAC (4th place),0.9981499427363227,832
GEAC Ensemble,0.9992952162805039,832
Nielsen & Voigt (2018),0.9860805215399524,832
Alley et al. (2020),0.9840542683464012,833
"BLAST (Alley et al., corrected)",0.9521628050392036,833
"BLAST (Alley et al., original)",0.9050303937979033,833
BLAST (new),0.9521628050392036,833
GEAC (1st place),0.9980618447713858,833
GEAC (2nd place),0.9985023345960709,833
GEAC (3rd place),0.9344551140868645,833
GEAC (4th place),0.9981499427363227,833
GEAC Ensemble,0.9992952162805039,833
Nielsen & Voigt (2018),0.9861686195048894,833
Alley et al. (2020),0.9842304642762753,834
"BLAST (Alley et al., corrected)",0.9521628050392036,834
"BLAST (Alley et al., original)",0.9050303937979033,834
BLAST (new),0.9521628050392036,834
GEAC (1st place),0.9980618447713858,834
GEAC (2nd place),0.9985023345960709,834
GEAC (3rd place),0.9344551140868645,834
GEAC (4th place),0.9981499427363227,834
GEAC Ensemble,0.9992952162805039,834
Nielsen & Voigt (2018),0.9862567174698265,834
Alley et al. (2020),0.9842304642762753,835
"BLAST (Alley et al., corrected)",0.9521628050392036,835
"BLAST (Alley et al., original)",0.9050303937979033,835
BLAST (new),0.9521628050392036,835
GEAC (1st place),0.9980618447713858,835
GEAC (2nd place),0.9985023345960709,835
GEAC (3rd place),0.9344551140868645,835
GEAC (4th place),0.9982380407012598,835
GEAC Ensemble,0.9992952162805039,835
Nielsen & Voigt (2018),0.9862567174698265,835
Alley et al. (2020),0.9842304642762753,836
"BLAST (Alley et al., corrected)",0.9521628050392036,836
"BLAST (Alley et al., original)",0.9050303937979033,836
BLAST (new),0.9521628050392036,836
GEAC (1st place),0.9980618447713858,836
GEAC (2nd place),0.9985023345960709,836
GEAC (3rd place),0.9344551140868645,836
GEAC (4th place),0.9982380407012598,836
GEAC Ensemble,0.9992952162805039,836
Nielsen & Voigt (2018),0.9862567174698265,836
Alley et al. (2020),0.9842304642762753,837
"BLAST (Alley et al., corrected)",0.9521628050392036,837
"BLAST (Alley et al., original)",0.9050303937979033,837
BLAST (new),0.9521628050392036,837
GEAC (1st place),0.9980618447713858,837
GEAC (2nd place),0.9985023345960709,837
GEAC (3rd place),0.9344551140868645,837
GEAC (4th place),0.9982380407012598,837
GEAC Ensemble,0.9992952162805039,837
Nielsen & Voigt (2018),0.9864329133997005,837
Alley et al. (2020),0.9844947581710862,838
"BLAST (Alley et al., corrected)",0.9521628050392036,838
"BLAST (Alley et al., original)",0.9050303937979033,838
BLAST (new),0.9521628050392036,838
GEAC (1st place),0.9980618447713858,838
GEAC (2nd place),0.9985023345960709,838
GEAC (3rd place),0.9344551140868645,838
GEAC (4th place),0.9982380407012598,838
GEAC Ensemble,0.9992952162805039,838
Nielsen & Voigt (2018),0.9866091093295745,838
Alley et al. (2020),0.9846709541009603,839
"BLAST (Alley et al., corrected)",0.9521628050392036,839
"BLAST (Alley et al., original)",0.9050303937979033,839
BLAST (new),0.9521628050392036,839
GEAC (1st place),0.9980618447713858,839
GEAC (2nd place),0.9985023345960709,839
GEAC (3rd place),0.9344551140868645,839
GEAC (4th place),0.9982380407012598,839
GEAC Ensemble,0.9992952162805039,839
Nielsen & Voigt (2018),0.9866091093295745,839
Alley et al. (2020),0.9846709541009603,840
"BLAST (Alley et al., corrected)",0.9521628050392036,840
"BLAST (Alley et al., original)",0.9050303937979033,840
BLAST (new),0.9521628050392036,840
GEAC (1st place),0.9981499427363227,840
GEAC (2nd place),0.9985023345960709,840
GEAC (3rd place),0.9344551140868645,840
GEAC (4th place),0.9984142366311338,840
GEAC Ensemble,0.9992952162805039,840
Nielsen & Voigt (2018),0.9866091093295745,840
Alley et al. (2020),0.9846709541009603,841
"BLAST (Alley et al., corrected)",0.9521628050392036,841
"BLAST (Alley et al., original)",0.9050303937979033,841
BLAST (new),0.9521628050392036,841
GEAC (1st place),0.9981499427363227,841
GEAC (2nd place),0.9985023345960709,841
GEAC (3rd place),0.9344551140868645,841
GEAC (4th place),0.9984142366311338,841
GEAC Ensemble,0.9992952162805039,841
Nielsen & Voigt (2018),0.9866972072945115,841
Alley et al. (2020),0.9847590520658973,842
"BLAST (Alley et al., corrected)",0.9521628050392036,842
"BLAST (Alley et al., original)",0.9050303937979033,842
BLAST (new),0.9521628050392036,842
GEAC (1st place),0.9981499427363227,842
GEAC (2nd place),0.9985023345960709,842
GEAC (3rd place),0.9344551140868645,842
GEAC (4th place),0.9985023345960709,842
GEAC Ensemble,0.9992952162805039,842
Nielsen & Voigt (2018),0.9866972072945115,842
Alley et al. (2020),0.9847590520658973,843
"BLAST (Alley et al., corrected)",0.9521628050392036,843
"BLAST (Alley et al., original)",0.9050303937979033,843
BLAST (new),0.9521628050392036,843
GEAC (1st place),0.9982380407012598,843
GEAC (2nd place),0.9985023345960709,843
GEAC (3rd place),0.9344551140868645,843
GEAC (4th place),0.9985023345960709,843
GEAC Ensemble,0.9992952162805039,843
Nielsen & Voigt (2018),0.9866972072945115,843
Alley et al. (2020),0.9847590520658973,844
"BLAST (Alley et al., corrected)",0.9521628050392036,844
"BLAST (Alley et al., original)",0.9050303937979033,844
BLAST (new),0.9521628050392036,844
GEAC (1st place),0.9982380407012598,844
GEAC (2nd place),0.9985023345960709,844
GEAC (3rd place),0.9344551140868645,844
GEAC (4th place),0.9985023345960709,844
GEAC Ensemble,0.9992952162805039,844
Nielsen & Voigt (2018),0.9866972072945115,844
Alley et al. (2020),0.9847590520658973,845
"BLAST (Alley et al., corrected)",0.9521628050392036,845
"BLAST (Alley et al., original)",0.9050303937979033,845
BLAST (new),0.9521628050392036,845
GEAC (1st place),0.9983261386661968,845
GEAC (2nd place),0.9985023345960709,845
GEAC (3rd place),0.9344551140868645,845
GEAC (4th place),0.9985023345960709,845
GEAC Ensemble,0.9992952162805039,845
Nielsen & Voigt (2018),0.9866972072945115,845
Alley et al. (2020),0.9847590520658973,846
"BLAST (Alley et al., corrected)",0.9521628050392036,846
"BLAST (Alley et al., original)",0.9050303937979033,846
BLAST (new),0.9521628050392036,846
GEAC (1st place),0.9983261386661968,846
GEAC (2nd place),0.9985023345960709,846
GEAC (3rd place),0.9344551140868645,846
GEAC (4th place),0.9985023345960709,846
GEAC Ensemble,0.9992952162805039,846
Nielsen & Voigt (2018),0.9867853052594485,846
Alley et al. (2020),0.9848471500308343,847
"BLAST (Alley et al., corrected)",0.9521628050392036,847
"BLAST (Alley et al., original)",0.9050303937979033,847
BLAST (new),0.9521628050392036,847
GEAC (1st place),0.9983261386661968,847
GEAC (2nd place),0.9985023345960709,847
GEAC (3rd place),0.9344551140868645,847
GEAC (4th place),0.9985023345960709,847
GEAC Ensemble,0.9992952162805039,847
Nielsen & Voigt (2018),0.9867853052594485,847
Alley et al. (2020),0.9848471500308343,848
"BLAST (Alley et al., corrected)",0.9521628050392036,848
"BLAST (Alley et al., original)",0.9050303937979033,848
BLAST (new),0.9521628050392036,848
GEAC (1st place),0.9983261386661968,848
GEAC (2nd place),0.9985023345960709,848
GEAC (3rd place),0.9344551140868645,848
GEAC (4th place),0.9985023345960709,848
GEAC Ensemble,0.9992952162805039,848
Nielsen & Voigt (2018),0.9867853052594485,848
Alley et al. (2020),0.9848471500308343,849
"BLAST (Alley et al., corrected)",0.9521628050392036,849
"BLAST (Alley et al., original)",0.9050303937979033,849
BLAST (new),0.9521628050392036,849
GEAC (1st place),0.9983261386661968,849
GEAC (2nd place),0.9985023345960709,849
GEAC (3rd place),0.9344551140868645,849
GEAC (4th place),0.9985023345960709,849
GEAC Ensemble,0.9992952162805039,849
Nielsen & Voigt (2018),0.9869615011893226,849
Alley et al. (2020),0.9848471500308343,850
"BLAST (Alley et al., corrected)",0.9521628050392036,850
"BLAST (Alley et al., original)",0.9050303937979033,850
BLAST (new),0.9521628050392036,850
GEAC (1st place),0.9983261386661968,850
GEAC (2nd place),0.9985023345960709,850
GEAC (3rd place),0.9344551140868645,850
GEAC (4th place),0.9985023345960709,850
GEAC Ensemble,0.9992952162805039,850
Nielsen & Voigt (2018),0.9870495991542595,850
Alley et al. (2020),0.9848471500308343,851
"BLAST (Alley et al., corrected)",0.9521628050392036,851
"BLAST (Alley et al., original)",0.9050303937979033,851
BLAST (new),0.9521628050392036,851
GEAC (1st place),0.9984142366311338,851
GEAC (2nd place),0.9985023345960709,851
GEAC (3rd place),0.9344551140868645,851
GEAC (4th place),0.9985904325610079,851
GEAC Ensemble,0.9992952162805039,851
Nielsen & Voigt (2018),0.9870495991542595,851
Alley et al. (2020),0.9848471500308343,852
"BLAST (Alley et al., corrected)",0.9521628050392036,852
"BLAST (Alley et al., original)",0.9050303937979033,852
BLAST (new),0.9521628050392036,852
GEAC (1st place),0.9984142366311338,852
GEAC (2nd place),0.9985023345960709,852
GEAC (3rd place),0.9344551140868645,852
GEAC (4th place),0.9985904325610079,852
GEAC Ensemble,0.9992952162805039,852
Nielsen & Voigt (2018),0.9870495991542595,852
Alley et al. (2020),0.9848471500308343,853
"BLAST (Alley et al., corrected)",0.9521628050392036,853
"BLAST (Alley et al., original)",0.9050303937979033,853
BLAST (new),0.9521628050392036,853
GEAC (1st place),0.9984142366311338,853
GEAC (2nd place),0.9985023345960709,853
GEAC (3rd place),0.9344551140868645,853
GEAC (4th place),0.9985904325610079,853
GEAC Ensemble,0.9992952162805039,853
Nielsen & Voigt (2018),0.9870495991542595,853
Alley et al. (2020),0.9849352479957713,854
"BLAST (Alley et al., corrected)",0.9521628050392036,854
"BLAST (Alley et al., original)",0.9050303937979033,854
BLAST (new),0.9521628050392036,854
GEAC (1st place),0.9984142366311338,854
GEAC (2nd place),0.9985023345960709,854
GEAC (3rd place),0.9344551140868645,854
GEAC (4th place),0.9985904325610079,854
GEAC Ensemble,0.9992952162805039,854
Nielsen & Voigt (2018),0.9870495991542595,854
Alley et al. (2020),0.9849352479957713,855
"BLAST (Alley et al., corrected)",0.9521628050392036,855
"BLAST (Alley et al., original)",0.9050303937979033,855
BLAST (new),0.9521628050392036,855
GEAC (1st place),0.9984142366311338,855
GEAC (2nd place),0.9985023345960709,855
GEAC (3rd place),0.9344551140868645,855
GEAC (4th place),0.9985904325610079,855
GEAC Ensemble,0.9993833142454409,855
Nielsen & Voigt (2018),0.9871376971191965,855
Alley et al. (2020),0.9849352479957713,856
"BLAST (Alley et al., corrected)",0.9521628050392036,856
"BLAST (Alley et al., original)",0.9050303937979033,856
BLAST (new),0.9521628050392036,856
GEAC (1st place),0.9984142366311338,856
GEAC (2nd place),0.9985023345960709,856
GEAC (3rd place),0.9344551140868645,856
GEAC (4th place),0.9985904325610079,856
GEAC Ensemble,0.9993833142454409,856
Nielsen & Voigt (2018),0.9871376971191965,856
Alley et al. (2020),0.9850233459607083,857
"BLAST (Alley et al., corrected)",0.9521628050392036,857
"BLAST (Alley et al., original)",0.9050303937979033,857
BLAST (new),0.9521628050392036,857
GEAC (1st place),0.9984142366311338,857
GEAC (2nd place),0.9985023345960709,857
GEAC (3rd place),0.9344551140868645,857
GEAC (4th place),0.9985904325610079,857
GEAC Ensemble,0.9993833142454409,857
Nielsen & Voigt (2018),0.9871376971191965,857
Alley et al. (2020),0.9850233459607083,858
"BLAST (Alley et al., corrected)",0.9521628050392036,858
"BLAST (Alley et al., original)",0.9050303937979033,858
BLAST (new),0.9521628050392036,858
GEAC (1st place),0.9984142366311338,858
GEAC (2nd place),0.9985023345960709,858
GEAC (3rd place),0.9344551140868645,858
GEAC (4th place),0.9985904325610079,858
GEAC Ensemble,0.9993833142454409,858
Nielsen & Voigt (2018),0.9872257950841336,858
Alley et al. (2020),0.9851995418905823,859
"BLAST (Alley et al., corrected)",0.9521628050392036,859
"BLAST (Alley et al., original)",0.9050303937979033,859
BLAST (new),0.9521628050392036,859
GEAC (1st place),0.9984142366311338,859
GEAC (2nd place),0.9985023345960709,859
GEAC (3rd place),0.9344551140868645,859
GEAC (4th place),0.9985904325610079,859
GEAC Ensemble,0.9993833142454409,859
Nielsen & Voigt (2018),0.9874019910140076,859
Alley et al. (2020),0.9851995418905823,860
"BLAST (Alley et al., corrected)",0.9521628050392036,860
"BLAST (Alley et al., original)",0.9050303937979033,860
BLAST (new),0.9521628050392036,860
GEAC (1st place),0.9984142366311338,860
GEAC (2nd place),0.9985023345960709,860
GEAC (3rd place),0.9344551140868645,860
GEAC (4th place),0.9985904325610079,860
GEAC Ensemble,0.9993833142454409,860
Nielsen & Voigt (2018),0.9876662849088186,860
Alley et al. (2020),0.9852876398555194,861
"BLAST (Alley et al., corrected)",0.9521628050392036,861
"BLAST (Alley et al., original)",0.9050303937979033,861
BLAST (new),0.9521628050392036,861
GEAC (1st place),0.9984142366311338,861
GEAC (2nd place),0.9985023345960709,861
GEAC (3rd place),0.9344551140868645,861
GEAC (4th place),0.9985904325610079,861
GEAC Ensemble,0.9993833142454409,861
Nielsen & Voigt (2018),0.9876662849088186,861
Alley et al. (2020),0.9854638357853933,862
"BLAST (Alley et al., corrected)",0.9521628050392036,862
"BLAST (Alley et al., original)",0.9050303937979033,862
BLAST (new),0.9521628050392036,862
GEAC (1st place),0.9984142366311338,862
GEAC (2nd place),0.9985023345960709,862
GEAC (3rd place),0.9344551140868645,862
GEAC (4th place),0.9985904325610079,862
GEAC Ensemble,0.9993833142454409,862
Nielsen & Voigt (2018),0.9876662849088186,862
Alley et al. (2020),0.9854638357853933,863
"BLAST (Alley et al., corrected)",0.9521628050392036,863
"BLAST (Alley et al., original)",0.9050303937979033,863
BLAST (new),0.9521628050392036,863
GEAC (1st place),0.9984142366311338,863
GEAC (2nd place),0.9985023345960709,863
GEAC (3rd place),0.9344551140868645,863
GEAC (4th place),0.9985904325610079,863
GEAC Ensemble,0.9993833142454409,863
Nielsen & Voigt (2018),0.9876662849088186,863
Alley et al. (2020),0.9854638357853933,864
"BLAST (Alley et al., corrected)",0.9521628050392036,864
"BLAST (Alley et al., original)",0.9050303937979033,864
BLAST (new),0.9521628050392036,864
GEAC (1st place),0.9984142366311338,864
GEAC (2nd place),0.9985023345960709,864
GEAC (3rd place),0.9344551140868645,864
GEAC (4th place),0.9985904325610079,864
GEAC Ensemble,0.9993833142454409,864
Nielsen & Voigt (2018),0.9876662849088186,864
Alley et al. (2020),0.9855519337503303,865
"BLAST (Alley et al., corrected)",0.9521628050392036,865
"BLAST (Alley et al., original)",0.9050303937979033,865
BLAST (new),0.9521628050392036,865
GEAC (1st place),0.9984142366311338,865
GEAC (2nd place),0.9985023345960709,865
GEAC (3rd place),0.9344551140868645,865
GEAC (4th place),0.9985904325610079,865
GEAC Ensemble,0.9993833142454409,865
Nielsen & Voigt (2018),0.9877543828737556,865
Alley et al. (2020),0.9855519337503303,866
"BLAST (Alley et al., corrected)",0.9521628050392036,866
"BLAST (Alley et al., original)",0.9050303937979033,866
BLAST (new),0.9521628050392036,866
GEAC (1st place),0.9984142366311338,866
GEAC (2nd place),0.9985023345960709,866
GEAC (3rd place),0.9344551140868645,866
GEAC (4th place),0.9985904325610079,866
GEAC Ensemble,0.9993833142454409,866
Nielsen & Voigt (2018),0.9877543828737556,866
Alley et al. (2020),0.9855519337503303,867
"BLAST (Alley et al., corrected)",0.9521628050392036,867
"BLAST (Alley et al., original)",0.9050303937979033,867
BLAST (new),0.9521628050392036,867
GEAC (1st place),0.9984142366311338,867
GEAC (2nd place),0.9985023345960709,867
GEAC (3rd place),0.9344551140868645,867
GEAC (4th place),0.9985904325610079,867
GEAC Ensemble,0.9993833142454409,867
Nielsen & Voigt (2018),0.9878424808386926,867
Alley et al. (2020),0.9856400317152674,868
"BLAST (Alley et al., corrected)",0.9521628050392036,868
"BLAST (Alley et al., original)",0.9050303937979033,868
BLAST (new),0.9521628050392036,868
GEAC (1st place),0.9984142366311338,868
GEAC (2nd place),0.9985023345960709,868
GEAC (3rd place),0.9344551140868645,868
GEAC (4th place),0.9985904325610079,868
GEAC Ensemble,0.9993833142454409,868
Nielsen & Voigt (2018),0.9878424808386926,868
Alley et al. (2020),0.9856400317152674,869
"BLAST (Alley et al., corrected)",0.9521628050392036,869
"BLAST (Alley et al., original)",0.9050303937979033,869
BLAST (new),0.9521628050392036,869
GEAC (1st place),0.9985023345960709,869
GEAC (2nd place),0.9985023345960709,869
