source,accuracy_top_n,n
GEAC (4th place),0.9928640648401021,308
GEAC Ensemble,0.9957712976830235,308
Nielsen & Voigt (2018),0.9362170733856048,308
Alley et al. (2020),0.9496079640560303,309
"BLAST (Alley et al., corrected)",0.9360408774557307,309
"BLAST (Alley et al., original)",0.859043256100784,309
BLAST (new),0.9360408774557307,309
GEAC (1st place),0.9901330279270549,309
GEAC (2nd place),0.9896925381023698,309
GEAC (3rd place),0.9344551140868645,309
GEAC (4th place),0.9928640648401021,309
GEAC Ensemble,0.9957712976830235,309
Nielsen & Voigt (2018),0.9365694652453528,309
Alley et al. (2020),0.9499603559157783,310
"BLAST (Alley et al., corrected)",0.9360408774557307,310
"BLAST (Alley et al., original)",0.8592194520306581,310
BLAST (new),0.9360408774557307,310
GEAC (1st place),0.9901330279270549,310
GEAC (2nd place),0.9896925381023698,310
GEAC (3rd place),0.9344551140868645,310
GEAC (4th place),0.9928640648401021,310
GEAC Ensemble,0.9957712976830235,310
Nielsen & Voigt (2018),0.9368337591401639,310
Alley et al. (2020),0.9501365518456524,311
"BLAST (Alley et al., corrected)",0.9362170733856048,311
"BLAST (Alley et al., original)",0.8593075499955951,311
BLAST (new),0.9362170733856048,311
GEAC (1st place),0.9901330279270549,311
GEAC (2nd place),0.9896925381023698,311
GEAC (3rd place),0.9344551140868645,311
GEAC (4th place),0.9928640648401021,311
GEAC Ensemble,0.9957712976830235,311
Nielsen & Voigt (2018),0.9370980530349748,311
Alley et al. (2020),0.9502246498105894,312
"BLAST (Alley et al., corrected)",0.9362170733856048,312
"BLAST (Alley et al., original)",0.8594837459254692,312
BLAST (new),0.9362170733856048,312
GEAC (1st place),0.9901330279270549,312
GEAC (2nd place),0.9897806360673068,312
GEAC (3rd place),0.9344551140868645,312
GEAC (4th place),0.9928640648401021,312
GEAC Ensemble,0.9957712976830235,312
Nielsen & Voigt (2018),0.9371861509999119,312
Alley et al. (2020),0.9503127477755264,313
"BLAST (Alley et al., corrected)",0.9363932693154788,313
"BLAST (Alley et al., original)",0.8596599418553431,313
BLAST (new),0.9363932693154788,313
GEAC (1st place),0.9902211258919918,313
GEAC (2nd place),0.9898687340322438,313
GEAC (3rd place),0.9344551140868645,313
GEAC (4th place),0.9928640648401021,313
GEAC Ensemble,0.9958593956479606,313
Nielsen & Voigt (2018),0.9372742489648489,313
Alley et al. (2020),0.9504008457404634,314
"BLAST (Alley et al., corrected)",0.9363932693154788,314
"BLAST (Alley et al., original)",0.8601004316800281,314
BLAST (new),0.9363932693154788,314
GEAC (1st place),0.9902211258919918,314
GEAC (2nd place),0.9898687340322438,314
GEAC (3rd place),0.9344551140868645,314
GEAC (4th place),0.9928640648401021,314
GEAC Ensemble,0.9960355915778345,314
Nielsen & Voigt (2018),0.937450444894723,314
Alley et al. (2020),0.9505770416703374,315
"BLAST (Alley et al., corrected)",0.9363932693154788,315
"BLAST (Alley et al., original)",0.8601885296449652,315
BLAST (new),0.9363932693154788,315
GEAC (1st place),0.9902211258919918,315
GEAC (2nd place),0.9898687340322438,315
GEAC (3rd place),0.9344551140868645,315
GEAC (4th place),0.9928640648401021,315
GEAC Ensemble,0.9961236895427715,315
Nielsen & Voigt (2018),0.9376266408245969,315
Alley et al. (2020),0.9505770416703374,316
"BLAST (Alley et al., corrected)",0.9363932693154788,316
"BLAST (Alley et al., original)",0.8601885296449652,316
BLAST (new),0.9363932693154788,316
GEAC (1st place),0.9902211258919918,316
GEAC (2nd place),0.9899568319971809,316
GEAC (3rd place),0.9344551140868645,316
GEAC (4th place),0.9928640648401021,316
GEAC Ensemble,0.9962117875077086,316
Nielsen & Voigt (2018),0.9377147387895339,316
Alley et al. (2020),0.9506651396352744,317
"BLAST (Alley et al., corrected)",0.9364813672804159,317
"BLAST (Alley et al., original)",0.8602766276099022,317
BLAST (new),0.9364813672804159,317
GEAC (1st place),0.9902211258919918,317
GEAC (2nd place),0.9899568319971809,317
GEAC (3rd place),0.9344551140868645,317
GEAC (4th place),0.9928640648401021,317
GEAC Ensemble,0.9962117875077086,317
Nielsen & Voigt (2018),0.937802836754471,317
Alley et al. (2020),0.9506651396352744,318
"BLAST (Alley et al., corrected)",0.9366575632102898,318
"BLAST (Alley et al., original)",0.8602766276099022,318
BLAST (new),0.9366575632102898,318
GEAC (1st place),0.9902211258919918,318
GEAC (2nd place),0.9900449299621179,318
GEAC (3rd place),0.9344551140868645,318
GEAC (4th place),0.9928640648401021,318
GEAC Ensemble,0.9962117875077086,318
Nielsen & Voigt (2018),0.937890934719408,318
Alley et al. (2020),0.9508413355651485,319
"BLAST (Alley et al., corrected)",0.9366575632102898,319
"BLAST (Alley et al., original)",0.8603647255748392,319
BLAST (new),0.9366575632102898,319
GEAC (1st place),0.9902211258919918,319
GEAC (2nd place),0.9900449299621179,319
GEAC (3rd place),0.9344551140868645,319
GEAC (4th place),0.9928640648401021,319
GEAC Ensemble,0.9962117875077086,319
Nielsen & Voigt (2018),0.937979032684345,319
Alley et al. (2020),0.9508413355651485,320
"BLAST (Alley et al., corrected)",0.9366575632102898,320
"BLAST (Alley et al., original)",0.8605409215047133,320
BLAST (new),0.9366575632102898,320
GEAC (1st place),0.9902211258919918,320
GEAC (2nd place),0.9900449299621179,320
GEAC (3rd place),0.9344551140868645,320
GEAC (4th place),0.9928640648401021,320
GEAC Ensemble,0.9962117875077086,320
Nielsen & Voigt (2018),0.938067130649282,320
Alley et al. (2020),0.9510175314950224,321
"BLAST (Alley et al., corrected)",0.9366575632102898,321
"BLAST (Alley et al., original)",0.8606290194696502,321
BLAST (new),0.9366575632102898,321
GEAC (1st place),0.9903973218218659,321
GEAC (2nd place),0.9900449299621179,321
GEAC (3rd place),0.9344551140868645,321
GEAC (4th place),0.9929521628050392,321
GEAC Ensemble,0.9962117875077086,321
Nielsen & Voigt (2018),0.938243326579156,321
Alley et al. (2020),0.9511056294599595,322
"BLAST (Alley et al., corrected)",0.9367456611752268,322
"BLAST (Alley et al., original)",0.8608933133644613,322
BLAST (new),0.9367456611752268,322
GEAC (1st place),0.9903973218218659,322
GEAC (2nd place),0.9900449299621179,322
GEAC (3rd place),0.9344551140868645,322
GEAC (4th place),0.9929521628050392,322
GEAC Ensemble,0.9962117875077086,322
Nielsen & Voigt (2018),0.938243326579156,322
Alley et al. (2020),0.9511056294599595,323
"BLAST (Alley et al., corrected)",0.9369218571051009,323
"BLAST (Alley et al., original)",0.8610695092943353,323
BLAST (new),0.9369218571051009,323
GEAC (1st place),0.9903973218218659,323
GEAC (2nd place),0.9900449299621179,323
GEAC (3rd place),0.9344551140868645,323
GEAC (4th place),0.9929521628050392,323
GEAC Ensemble,0.9962117875077086,323
Nielsen & Voigt (2018),0.938331424544093,323
Alley et al. (2020),0.9511937274248965,324
"BLAST (Alley et al., corrected)",0.9369218571051009,324
"BLAST (Alley et al., original)",0.8614219011540833,324
BLAST (new),0.9369218571051009,324
GEAC (1st place),0.9903973218218659,324
GEAC (2nd place),0.9900449299621179,324
GEAC (3rd place),0.9344551140868645,324
GEAC (4th place),0.9929521628050392,324
GEAC Ensemble,0.9962117875077086,324
Nielsen & Voigt (2018),0.9385957184389041,324
Alley et al. (2020),0.9513699233547706,325
"BLAST (Alley et al., corrected)",0.9370099550700379,325
"BLAST (Alley et al., original)",0.8615099991190204,325
BLAST (new),0.9370099550700379,325
GEAC (1st place),0.9904854197868029,325
GEAC (2nd place),0.9900449299621179,325
GEAC (3rd place),0.9344551140868645,325
GEAC (4th place),0.9929521628050392,325
GEAC Ensemble,0.9962998854726456,325
Nielsen & Voigt (2018),0.938771914368778,325
Alley et al. (2020),0.9514580213197075,326
"BLAST (Alley et al., corrected)",0.9370980530349748,326
"BLAST (Alley et al., original)",0.8615980970839574,326
BLAST (new),0.9370980530349748,326
GEAC (1st place),0.9904854197868029,326
GEAC (2nd place),0.9900449299621179,326
GEAC (3rd place),0.9344551140868645,326
GEAC (4th place),0.9931283587349132,326
GEAC Ensemble,0.9962998854726456,326
Nielsen & Voigt (2018),0.9389481102986521,326
Alley et al. (2020),0.9517223152145186,327
"BLAST (Alley et al., corrected)",0.9370980530349748,327
"BLAST (Alley et al., original)",0.8616861950488943,327
BLAST (new),0.9370980530349748,327
GEAC (1st place),0.99057351775174,327
GEAC (2nd place),0.9900449299621179,327
GEAC (3rd place),0.9344551140868645,327
GEAC (4th place),0.9931283587349132,327
GEAC Ensemble,0.9962998854726456,327
Nielsen & Voigt (2018),0.9391243062285262,327
Alley et al. (2020),0.9517223152145186,328
"BLAST (Alley et al., corrected)",0.9370980530349748,328
"BLAST (Alley et al., original)",0.8618623909787684,328
BLAST (new),0.9370980530349748,328
GEAC (1st place),0.99057351775174,328
GEAC (2nd place),0.9900449299621179,328
GEAC (3rd place),0.9344551140868645,328
GEAC (4th place),0.9931283587349132,328
GEAC Ensemble,0.9962998854726456,328
Nielsen & Voigt (2018),0.9394766980882742,328
Alley et al. (2020),0.9518104131794556,329
"BLAST (Alley et al., corrected)",0.9370980530349748,329
"BLAST (Alley et al., original)",0.8625671746982645,329
BLAST (new),0.9370980530349748,329
GEAC (1st place),0.99057351775174,329
GEAC (2nd place),0.9900449299621179,329
GEAC (3rd place),0.9344551140868645,329
GEAC (4th place),0.9932164566998503,329
GEAC Ensemble,0.9963879834375826,329
Nielsen & Voigt (2018),0.9394766980882742,329
Alley et al. (2020),0.9519866091093295,330
"BLAST (Alley et al., corrected)",0.9373623469297859,330
"BLAST (Alley et al., original)",0.8628314685930755,330
BLAST (new),0.9373623469297859,330
GEAC (1st place),0.99057351775174,330
GEAC (2nd place),0.9900449299621179,330
GEAC (3rd place),0.9344551140868645,330
GEAC (4th place),0.9932164566998503,330
GEAC Ensemble,0.9963879834375826,330
Nielsen & Voigt (2018),0.9394766980882742,330
Alley et al. (2020),0.9522509030041406,331
"BLAST (Alley et al., corrected)",0.9373623469297859,331
"BLAST (Alley et al., original)",0.8628314685930755,331
BLAST (new),0.9373623469297859,331
GEAC (1st place),0.99057351775174,331
GEAC (2nd place),0.9900449299621179,331
GEAC (3rd place),0.9344551140868645,331
GEAC (4th place),0.9932164566998503,331
GEAC Ensemble,0.9963879834375826,331
Nielsen & Voigt (2018),0.9397409919830851,331
Alley et al. (2020),0.9524270989340147,332
"BLAST (Alley et al., corrected)",0.9373623469297859,332
"BLAST (Alley et al., original)",0.8630076645229495,332
BLAST (new),0.9373623469297859,332
GEAC (1st place),0.990661615716677,332
GEAC (2nd place),0.9900449299621179,332
GEAC (3rd place),0.9344551140868645,332
GEAC (4th place),0.9932164566998503,332
GEAC Ensemble,0.9963879834375826,332
Nielsen & Voigt (2018),0.9400933838428333,332
Alley et al. (2020),0.9524270989340147,333
"BLAST (Alley et al., corrected)",0.9373623469297859,333
"BLAST (Alley et al., original)",0.8631838604528236,333
BLAST (new),0.9373623469297859,333
GEAC (1st place),0.9907497136816139,333
GEAC (2nd place),0.9900449299621179,333
GEAC (3rd place),0.9344551140868645,333
GEAC (4th place),0.9932164566998503,333
GEAC Ensemble,0.9963879834375826,333
Nielsen & Voigt (2018),0.9403576777376442,333
Alley et al. (2020),0.9526032948638886,334
"BLAST (Alley et al., corrected)",0.93753854285966,334
"BLAST (Alley et al., original)",0.8632719584177605,334
BLAST (new),0.93753854285966,334
GEAC (1st place),0.9907497136816139,334
GEAC (2nd place),0.9900449299621179,334
GEAC (3rd place),0.9344551140868645,334
GEAC (4th place),0.9932164566998503,334
GEAC Ensemble,0.9964760814025196,334
Nielsen & Voigt (2018),0.9406219716324553,334
Alley et al. (2020),0.9526032948638886,335
"BLAST (Alley et al., corrected)",0.93753854285966,335
"BLAST (Alley et al., original)",0.8634481543476346,335
BLAST (new),0.93753854285966,335
GEAC (1st place),0.9907497136816139,335
GEAC (2nd place),0.9901330279270549,335
GEAC (3rd place),0.9344551140868645,335
GEAC (4th place),0.9932164566998503,335
GEAC Ensemble,0.9964760814025196,335
Nielsen & Voigt (2018),0.9406219716324553,335
Alley et al. (2020),0.9526913928288256,336
"BLAST (Alley et al., corrected)",0.93753854285966,336
"BLAST (Alley et al., original)",0.8636243502775086,336
BLAST (new),0.93753854285966,336
GEAC (1st place),0.9907497136816139,336
GEAC (2nd place),0.9902211258919918,336
GEAC (3rd place),0.9344551140868645,336
GEAC (4th place),0.9932164566998503,336
GEAC Ensemble,0.9964760814025196,336
Nielsen & Voigt (2018),0.9407981675623293,336
Alley et al. (2020),0.9527794907937627,337
"BLAST (Alley et al., corrected)",0.93753854285966,337
"BLAST (Alley et al., original)",0.8637124482424456,337
BLAST (new),0.93753854285966,337
GEAC (1st place),0.9907497136816139,337
GEAC (2nd place),0.9902211258919918,337
GEAC (3rd place),0.9344551140868645,337
GEAC (4th place),0.9932164566998503,337
GEAC Ensemble,0.9964760814025196,337
Nielsen & Voigt (2018),0.9408862655272663,337
Alley et al. (2020),0.9527794907937627,338
"BLAST (Alley et al., corrected)",0.93753854285966,338
"BLAST (Alley et al., original)",0.8638005462073826,338
BLAST (new),0.93753854285966,338
GEAC (1st place),0.9907497136816139,338
GEAC (2nd place),0.9902211258919918,338
GEAC (3rd place),0.9344551140868645,338
GEAC (4th place),0.9932164566998503,338
GEAC Ensemble,0.9964760814025196,338
Nielsen & Voigt (2018),0.9410624614571403,338
Alley et al. (2020),0.9530437846885736,339
"BLAST (Alley et al., corrected)",0.9376266408245969,339
"BLAST (Alley et al., original)",0.8641529380671307,339
BLAST (new),0.9376266408245969,339
GEAC (1st place),0.9908378116465509,339
GEAC (2nd place),0.9902211258919918,339
GEAC (3rd place),0.9344551140868645,339
GEAC (4th place),0.9932164566998503,339
GEAC Ensemble,0.9964760814025196,339
Nielsen & Voigt (2018),0.9413267553519513,339
Alley et al. (2020),0.9531318826535107,340
"BLAST (Alley et al., corrected)",0.9376266408245969,340
"BLAST (Alley et al., original)",0.8643291339970046,340
BLAST (new),0.9376266408245969,340
GEAC (1st place),0.9908378116465509,340
GEAC (2nd place),0.9902211258919918,340
GEAC (3rd place),0.9344551140868645,340
GEAC (4th place),0.9933045546647873,340
GEAC Ensemble,0.9964760814025196,340
Nielsen & Voigt (2018),0.9415029512818254,340
Alley et al. (2020),0.9532199806184477,341
"BLAST (Alley et al., corrected)",0.9377147387895339,341
"BLAST (Alley et al., original)",0.8644172319619416,341
BLAST (new),0.9377147387895339,341
GEAC (1st place),0.991014007576425,341
GEAC (2nd place),0.9903092238569289,341
GEAC (3rd place),0.9344551140868645,341
GEAC (4th place),0.9933045546647873,341
GEAC Ensemble,0.9965641793674566,341
Nielsen & Voigt (2018),0.9416791472116994,341
Alley et al. (2020),0.9533961765483218,342
"BLAST (Alley et al., corrected)",0.937802836754471,342
"BLAST (Alley et al., original)",0.8646815258567527,342
BLAST (new),0.937802836754471,342
GEAC (1st place),0.991014007576425,342
GEAC (2nd place),0.9903092238569289,342
GEAC (3rd place),0.9344551140868645,342
GEAC (4th place),0.9933045546647873,342
GEAC Ensemble,0.9965641793674566,342
Nielsen & Voigt (2018),0.9418553431415734,342
Alley et al. (2020),0.9534842745132588,343
"BLAST (Alley et al., corrected)",0.937890934719408,343
"BLAST (Alley et al., original)",0.8651220156814378,343
BLAST (new),0.937890934719408,343
GEAC (1st place),0.991014007576425,343
GEAC (2nd place),0.9903092238569289,343
GEAC (3rd place),0.9344551140868645,343
GEAC (4th place),0.9933045546647873,343
GEAC Ensemble,0.9965641793674566,343
Nielsen & Voigt (2018),0.9420315390714474,343
Alley et al. (2020),0.9534842745132588,344
"BLAST (Alley et al., corrected)",0.937890934719408,344
"BLAST (Alley et al., original)",0.8651220156814378,344
BLAST (new),0.937890934719408,344
GEAC (1st place),0.991014007576425,344
GEAC (2nd place),0.9903973218218659,344
GEAC (3rd place),0.9344551140868645,344
GEAC (4th place),0.9933045546647873,344
GEAC Ensemble,0.9966522773323936,344
Nielsen & Voigt (2018),0.9422077350013215,344
Alley et al. (2020),0.9535723724781957,345
"BLAST (Alley et al., corrected)",0.937890934719408,345
"BLAST (Alley et al., original)",0.8652982116113118,345
BLAST (new),0.937890934719408,345
GEAC (1st place),0.991014007576425,345
GEAC (2nd place),0.9904854197868029,345
GEAC (3rd place),0.9344551140868645,345
GEAC (4th place),0.9933045546647873,345
GEAC Ensemble,0.9966522773323936,345
Nielsen & Voigt (2018),0.9422077350013215,345
Alley et al. (2020),0.9535723724781957,346
"BLAST (Alley et al., corrected)",0.937979032684345,346
"BLAST (Alley et al., original)",0.8653863095762487,346
BLAST (new),0.937979032684345,346
GEAC (1st place),0.991102105541362,346
GEAC (2nd place),0.9904854197868029,346
GEAC (3rd place),0.9344551140868645,346
GEAC (4th place),0.9933045546647873,346
GEAC Ensemble,0.9966522773323936,346
Nielsen & Voigt (2018),0.9422077350013215,346
Alley et al. (2020),0.9537485684080698,347
"BLAST (Alley et al., corrected)",0.938067130649282,347
"BLAST (Alley et al., original)",0.8655625055061228,347
BLAST (new),0.938067130649282,347
GEAC (1st place),0.991190203506299,347
GEAC (2nd place),0.9904854197868029,347
GEAC (3rd place),0.9344551140868645,347
GEAC (4th place),0.9933045546647873,347
GEAC Ensemble,0.9966522773323936,347
Nielsen & Voigt (2018),0.9424720288961325,347
Alley et al. (2020),0.9537485684080698,348
"BLAST (Alley et al., corrected)",0.938067130649282,348
"BLAST (Alley et al., original)",0.8656506034710598,348
BLAST (new),0.938067130649282,348
GEAC (1st place),0.991190203506299,348
GEAC (2nd place),0.99057351775174,348
GEAC (3rd place),0.9344551140868645,348
GEAC (4th place),0.9933045546647873,348
GEAC Ensemble,0.9966522773323936,348
Nielsen & Voigt (2018),0.9424720288961325,348
Alley et al. (2020),0.9537485684080698,349
"BLAST (Alley et al., corrected)",0.938067130649282,349
